,ID,loc,title,bedroom,bathroom,parking_space,price,region,log_price,sqrt_price,bath_to_bed_ratio
295,6211,Ogun,Terrace duplex,2.0,7.0,1.0,1791920.864,South West,14.398798710827615,1338.626484124679,3.5
297,6926,Osun,Apartment,6.0,1.0,1.0,1754927.966,South West,14.377938369025488,1324.7369421889011,0.167
298,12432,Akwa Ibom,Terrace duplex,3.0,4.0,3.0,2165072.936,South South,14.587964607534879,1471.4186814092038,1.333
299,2648,Enugu,Semi-detached duplex,2.0,1.0,3.0,1347537.705,South East,14.11378956282094,1160.8349172039925,0.5
300,2685,Bauchi,Townhouse,1.0,1.0,3.0,931977.3105,North East,13.745063748414303,965.3897194915637,1.0
301,9582,Ekiti,Penthouse,8.0,2.0,4.0,3731548.718,South West,15.132333911344006,1931.721697864369,0.25
302,11391,Abia,Flat,4.0,6.0,6.0,1314297.514,South East,14.088812870967132,1146.428154748478,1.5
303,3641,Kaduna,Detached duplex,1.0,2.0,3.0,1244327.98,North West,14.03410616704952,1115.494500210557,2.0
304,3436,Yobe,Cottage,5.0,1.0,2.0,1511831.546,North East,14.228832418139246,1229.565592394322,0.2
306,11655,Delta,Semi-detached duplex,9.0,5.0,3.0,3781399.545,South South,15.145604749070152,1944.5821003495842,0.556
307,10946,Kaduna,Apartment,2.0,1.0,6.0,1007380.972,North West,13.822864423888182,1003.6837011728346,0.5
309,5983,Ekiti,Semi-detached duplex,4.0,5.0,6.0,1960905.736,South West,14.488917034670743,1400.3234397809672,1.25
310,853,Zamfara,Penthouse,9.0,5.0,2.0,3204954.871,North West,14.980208567426539,1790.2387748565832,0.556
312,3821,Kebbi,Semi-detached duplex,1.0,2.0,2.0,698734.1093,North West,13.457025561582833,835.9031698109536,2.0
313,1608,Cross River,Flat,4.0,2.0,3.0,1862522.587,South South,14.437442356410639,1364.7426816070492,0.5
315,2552,Ebonyi,Penthouse,5.0,1.0,3.0,2115336.706,South East,14.564724556846064,1454.4197145253497,0.2
317,2728,Oyo,Apartment,6.0,1.0,5.0,1980258.393,South West,14.498737895671287,1407.216540906196,0.167
318,774,Bayelsa,Flat,4.0,2.0,3.0,2302863.324,South South,14.649663830102947,1517.51880515531,0.5
319,7048,Jigawa,Detached duplex,2.0,1.0,4.0,1277087.223,North West,14.060092435736161,1130.0828389989824,0.5
320,1123,Cross River,Apartment,4.0,2.0,1.0,1663710.445,South South,14.324560873803279,1289.8490008524254,0.5
321,1629,Niger,Detached duplex,6.0,7.0,2.0,2521415.693,North Central,14.740331084683154,1587.896625413632,1.167
322,3882,Taraba,Mansion,9.0,2.0,6.0,4743692.653,North East,15.372326431093848,2178.001986454558,0.222
323,6536,Kebbi,Semi-detached duplex,2.0,4.0,2.0,1124507.943,North West,13.932856113940375,1060.4281885163182,2.0
325,3178,Ondo,Cottage,3.0,2.0,3.0,1605268.623,South West,14.288801666897207,1266.991958538017,0.667
326,3002,Edo,Terrace duplex,6.0,5.0,3.0,2507471.944,South South,14.734785609922133,1583.499903378589,0.833
327,6215,Oyo,Penthouse,3.0,3.0,6.0,2534579.732,South West,14.745538395070076,1592.0363475750169,1.0
328,2613,Taraba,Townhouse,7.0,3.0,6.0,2506928.88,North East,14.734569008170025,1583.328418237985,0.429
330,10959,Bauchi,Mansion,5.0,4.0,3.0,3176906.128,North East,14.971418365443387,1782.387760281135,0.8
331,7688,Ondo,Semi-detached duplex,8.0,2.0,5.0,2943203.74,South West,14.895009253497635,1715.5767951333453,0.25
332,10903,Adamawa,Townhouse,4.0,7.0,1.0,2533424.269,North East,14.74508241160211,1591.6734178216334,1.75
333,1665,Kebbi,Detached duplex,2.0,5.0,4.0,1427838.076,North West,14.171672023295427,1194.9217865617816,2.5
334,5401,Niger,Penthouse,7.0,2.0,5.0,2978426.56,North Central,14.906905719040502,1725.811855330702,0.286
335,2694,Plateau,Cottage,4.0,2.0,3.0,1119031.652,North Central,13.927974272863638,1057.842924067652,0.5
336,1582,Ekiti,Mansion,4.0,1.0,4.0,1593803.209,South West,14.281633673370788,1262.459191023615,0.25
337,3096,Plateau,Penthouse,1.0,2.0,3.0,1625234.094,North Central,14.301162421216794,1274.8466943126928,2.0
338,456,Bauchi,Townhouse,8.0,5.0,4.0,2504057.683,North East,14.733423047278647,1582.4214618741746,0.625
340,1753,Niger,Townhouse,8.0,1.0,3.0,2570391.75,North Central,14.759568877161454,1603.2441330003362,0.125
341,10715,Gombe,Apartment,1.0,5.0,3.0,954054.592,North East,13.768476173111832,976.7571816987065,5.0
343,865,Sokoto,Detached duplex,5.0,1.0,3.0,1727871.213,North West,14.362400696054786,1314.4851513044946,0.2
344,1292,Adamawa,Cottage,3.0,2.0,3.0,1109058.698,North East,13.91902219369648,1053.1185583779254,0.667
346,2741,Ogun,Flat,5.0,2.0,3.0,2153224.277,South West,14.582476940452118,1467.386887293191,0.4
347,2465,Adamawa,Mansion,4.0,2.0,5.0,3255222.829,North East,14.99577128873178,1804.2236083700934,0.5
348,10930,Enugu,Semi-detached duplex,4.0,5.0,4.0,2768236.231,South East,14.833720935647506,1663.8017402923945,1.25
350,1583,Ekiti,Apartment,4.0,2.0,3.0,1486538.278,South West,14.211960671509203,1219.2367604366266,0.5
351,6160,Benue,Penthouse,6.0,4.0,2.0,2727734.25,North Central,14.818981877511124,1651.5853747233293,0.667
352,4060,Edo,Terrace duplex,7.0,3.0,5.0,2797515.228,South South,14.844242162585036,1672.5774206296103,0.429
353,8227,Delta,Penthouse,4.0,1.0,1.0,2899796.196,South South,14.880151015245762,1702.8787966264658,0.25
355,248,Rivers,Bungalow,4.0,2.0,3.0,2123953.985,South South,14.568789996796674,1457.3791493636788,0.5
356,4560,Nasarawa,Terrace duplex,1.0,3.0,2.0,1164182.188,North Central,13.967529413926059,1078.9727466437696,3.0
357,10405,Ebonyi,Semi-detached duplex,1.0,7.0,6.0,1126275.84,South East,13.934427031037716,1061.2614381009046,7.0
359,1629,Nasarawa,Flat,5.0,1.0,1.0,1647903.197,North Central,14.315014248041845,1283.7068189427055,0.2
360,586,Bauchi,Bungalow,2.0,5.0,2.0,1044145.787,North East,13.85870968039589,1021.8345203603175,2.5
361,8674,Nasarawa,Detached duplex,7.0,6.0,3.0,2931613.267,North Central,14.891063432538669,1712.1954523359768,0.857
362,6791,Kebbi,Bungalow,4.0,6.0,1.0,1053336.991,North West,13.86747376935731,1026.3220698201906,1.5
363,2580,Oyo,Semi-detached duplex,2.0,7.0,4.0,1730907.349,South West,14.364156308173575,1315.6395209174889,3.5
364,9168,Kwara,Townhouse,2.0,6.0,3.0,1490576.396,North Central,14.214673446070218,1220.8916397453133,3.0
365,3782,Adamawa,Detached duplex,4.0,1.0,3.0,1811437.554,North East,14.409631316738553,1345.8965614043302,0.25
366,9512,Kaduna,Penthouse,7.0,4.0,6.0,3114065.837,North West,14.951439773413345,1764.6715946600375,0.571
368,862,Edo,Detached duplex,4.0,5.0,1.0,1866170.076,South South,14.439398800930535,1366.0783564642256,1.25
369,9636,Anambra,Mansion,4.0,3.0,6.0,4317247.329,South East,15.278128564765852,2077.7986738372897,0.75
372,11377,Kebbi,Apartment,4.0,5.0,2.0,1598320.682,North West,14.284464062271772,1264.2470810723669,1.25
373,6446,Plateau,Semi-detached duplex,3.0,3.0,5.0,1490270.353,North Central,14.214468106428937,1220.7662974541852,1.0
376,11255,Nasarawa,Flat,4.0,2.0,6.0,1101019.945,North Central,13.911747530890418,1049.294975209545,0.5
377,2139,Borno,Terrace duplex,1.0,7.0,3.0,1064789.947,North East,13.878288104808853,1031.8865959978355,7.0
379,3807,Ogun,Detached duplex,2.0,2.0,3.0,1859659.904,South West,14.435904181658948,1363.6934787553982,1.0
380,9611,Lagos,Townhouse,3.0,5.0,3.0,3294442.905,South West,15.007747638786688,1815.0600279329606,1.667
381,8190,Oyo,Mansion,9.0,1.0,6.0,5618725.557,South West,15.541615426936765,2370.3851073190617,0.111
382,11370,Enugu,Semi-detached duplex,1.0,3.0,4.0,1344354.753,South East,14.111424718360734,1159.4631313672721,3.0
384,4719,Ekiti,Townhouse,2.0,6.0,6.0,1745414.769,South West,14.372502775346225,1321.1414644162828,3.0
385,664,Oyo,Cottage,2.0,1.0,3.0,973124.3946,South West,13.788267199450745,986.4706759959973,0.5
386,1886,Imo,Mansion,5.0,2.0,1.0,4882577.642,South East,15.40118384370587,2209.655548269911,0.4
387,3236,Edo,Semi-detached duplex,4.0,6.0,6.0,2184723.398,South South,14.596999787194123,1478.080984926063,1.5
389,5603,Bauchi,Penthouse,2.0,6.0,1.0,1615069.28,North East,14.294888411551625,1270.8537602729907,3.0
390,6329,Niger,Apartment,9.0,2.0,5.0,2279928.778,North Central,14.639654762723417,1509.943302909086,0.222
391,9319,Imo,Bungalow,6.0,6.0,3.0,2150571.219,South East,14.581244048072113,1466.4826009878195,1.0
392,2278,Borno,Detached duplex,2.0,2.0,2.0,1230025.515,North East,14.022545471035887,1109.065153631652,1.0
393,404,Katsina,Cottage,4.0,1.0,4.0,1460385.056,North West,14.194210695898335,1208.463924161578,0.25
394,9301,Rivers,Bungalow,1.0,7.0,6.0,1813920.553,South South,14.411001112115981,1346.8186785904034,7.0
395,2820,Akwa Ibom,Terrace duplex,1.0,2.0,1.0,1663992.469,South South,14.324730374511704,1289.9583206445084,2.0
396,8331,Abia,Detached duplex,5.0,2.0,4.0,2076259.186,South East,14.546078364222552,1440.9230326426182,0.4
397,6771,Sokoto,Terrace duplex,8.0,3.0,5.0,2411934.911,North West,14.695939850975877,1553.040537461917,0.375
398,1216,Imo,Cottage,3.0,1.0,3.0,1467857.085,South East,14.1993141298752,1211.5515197464779,0.333
399,8761,Enugu,Detached duplex,2.0,1.0,3.0,1686597.156,South East,14.338223539888599,1298.6905543662047,0.5
401,9145,Imo,Flat,4.0,3.0,4.0,1089414.01,South East,13.901150504139085,1043.7499748502992,0.75
403,11825,Bayelsa,Townhouse,1.0,3.0,3.0,2052523.485,South South,14.534580562386987,1432.6630744875083,3.0
404,4274,Taraba,Detached duplex,7.0,6.0,4.0,2764298.55,North East,14.832297471784823,1662.6179807761011,0.857
406,2852,Niger,Townhouse,4.0,2.0,3.0,1680463.349,North Central,14.334580116328983,1296.326868116217,0.5
407,590,Katsina,Penthouse,2.0,1.0,1.0,1569198.276,North West,14.266075394667938,1252.6764450567434,0.5
408,8572,Cross River,Semi-detached duplex,3.0,2.0,5.0,1908271.142,South South,14.461708228860445,1381.401875632142,0.667
409,7206,Ondo,Penthouse,4.0,1.0,6.0,2685123.238,South West,14.803237183568251,1638.6345651181657,0.25
412,2812,Zamfara,Detached duplex,2.0,2.0,4.0,1326707.486,North West,14.098210856460884,1151.827889052874,1.0
414,482,Imo,Mansion,3.0,7.0,3.0,3424134.735,South East,15.046359365644806,1850.4417675247173,2.333
415,2197,Akwa Ibom,Flat,4.0,1.0,3.0,1708996.307,South South,14.351416801182578,1307.2858551212125,0.25
416,6182,Bayelsa,Bungalow,3.0,5.0,5.0,2290953.886,South South,14.644478832904815,1513.5897350339028,1.667
417,3246,Rivers,Bungalow,4.0,4.0,3.0,1559711.377,South South,14.260011347364792,1248.884052664618,1.0
418,8999,Borno,Apartment,5.0,4.0,3.0,1450447.288,North East,14.187382541311045,1204.3451697914513,0.8
420,1142,Delta,Detached duplex,5.0,3.0,2.0,2962917.954,South South,14.90168513599345,1721.3128576757915,0.6
423,1384,Osun,Mansion,5.0,2.0,2.0,4776367.201,South West,15.379190815730594,2185.490151201785,0.4
424,2319,Enugu,Terrace duplex,1.0,1.0,2.0,1192142.063,South East,13.991262299875144,1091.8525829982727,1.0
425,10527,Plateau,Townhouse,1.0,1.0,6.0,1176460.425,North Central,13.978020848674735,1084.6476040631815,1.0
426,373,Ebonyi,Detached duplex,9.0,4.0,1.0,2783236.357,South East,14.839124965755532,1668.3034367284627,0.444
427,11584,Kebbi,Terrace duplex,9.0,3.0,5.0,2486807.974,North West,14.72651050790266,1576.9616273073989,0.333
430,3699,Edo,Detached duplex,5.0,1.0,1.0,2354394.038,South South,14.671793943618207,1534.40347953203,0.2
431,12801,Abia,Detached duplex,4.0,5.0,4.0,1830909.636,South East,14.420323470172264,1353.1110952172405,1.25
432,386,Ebonyi,Apartment,7.0,4.0,2.0,1748679.812,South East,14.37437166805914,1322.3765772275308,0.571
433,7743,Plateau,Flat,4.0,7.0,2.0,2575284.09,North Central,14.761470412208077,1604.7691703170271,1.75
434,3762,Yobe,Apartment,4.0,2.0,3.0,1153863.406,North East,13.958626353359836,1074.180341469718,0.5
435,3559,Edo,Mansion,4.0,3.0,2.0,5182253.192,South South,15.460750498810238,2276.456279395675,0.75
436,588,Nasarawa,Penthouse,1.0,2.0,2.0,1650640.478,North Central,14.316673939043715,1284.7725394014303,2.0
437,1565,Nasarawa,Bungalow,5.0,5.0,5.0,1958408.62,North Central,14.487642772842745,1399.4315345882414,1.0
438,2432,Adamawa,Mansion,2.0,5.0,2.0,2569140.861,North East,14.759082105651522,1602.8539736981656,2.5
439,9555,Cross River,Mansion,1.0,4.0,4.0,3132091.556,South South,14.957211568104908,1769.7716112538362,4.0
440,10265,Katsina,Townhouse,6.0,7.0,3.0,2367927.861,North West,14.677525810417263,1538.8072852050059,1.167
441,1183,Nasarawa,Cottage,4.0,1.0,1.0,1129418.422,North Central,13.937213387403588,1062.7409947865942,0.25
442,1090,Imo,Mansion,8.0,5.0,4.0,5018797.135,South East,15.428700848413929,2240.2672016971546,0.625
443,5144,Kwara,Mansion,6.0,2.0,5.0,4105871.459,North Central,15.227928570420715,2026.295007890016,0.333
444,10233,Cross River,Semi-detached duplex,4.0,1.0,2.0,1997789.805,South South,14.507552029953741,1413.4319244307453,0.25
446,8621,Imo,Mansion,9.0,7.0,3.0,5368036.918,South East,15.495972835031765,2316.9024403284657,0.778
448,3389,Akwa Ibom,Townhouse,4.0,4.0,2.0,2792600.084,South South,14.842483649569727,1671.1074423866348,1.0
452,11957,Kogi,Mansion,5.0,5.0,1.0,3444015.313,North Central,15.052148590803265,1855.8058392515097,1.0
453,8111,Plateau,Penthouse,5.0,2.0,3.0,2445227.489,North Central,14.709648719098709,1563.7223183800888,0.4
454,1380,Lagos,Semi-detached duplex,2.0,3.0,4.0,2534802.864,South West,14.74562642630304,1592.1064235785245,1.5
455,1136,Niger,Mansion,3.0,2.0,1.0,1561050.747,North Central,14.26086970825807,1249.4201643162319,0.667
456,12910,Oyo,Bungalow,8.0,3.0,2.0,2661834.172,South West,14.794525981481408,1631.5128476355924,0.375
457,6429,Kaduna,Semi-detached duplex,8.0,2.0,2.0,2436527.192,North West,14.706084301474302,1560.9379206105539,0.25
458,2731,Adamawa,Bungalow,5.0,3.0,3.0,1550772.657,North East,14.254263853078465,1245.3002276559657,0.6
459,1493,Bayelsa,Penthouse,1.0,3.0,1.0,2469759.308,South South,14.71963125770213,1571.5467883585268,3.0
460,335,Ebonyi,Detached duplex,2.0,2.0,1.0,1178802.429,South East,13.980009590413625,1085.7266824574222,1.0
461,2452,Osun,Mansion,4.0,1.0,1.0,4335301.233,South West,15.282301654363874,2082.138620025093,0.25
464,4428,Ekiti,Flat,1.0,2.0,4.0,1018933.092,South West,13.834266649597698,1009.4221574742651,2.0
465,1922,Osun,Terrace duplex,6.0,3.0,2.0,2166113.706,South West,14.58844520101009,1471.7723010031136,0.5
467,4885,Anambra,Townhouse,3.0,2.0,3.0,1859993.419,South East,14.436083507511082,1363.8157569847915,0.667
468,7205,Niger,Flat,2.0,7.0,2.0,1233878.415,North Central,14.025672949419732,1110.8007989734253,3.5
469,1359,Cross River,Bungalow,4.0,2.0,6.0,2194502.472,South South,14.601465914562286,1481.3853219199925,0.5
470,10845,Edo,Bungalow,5.0,5.0,6.0,2152774.653,South South,14.582268104356734,1467.2336736184866,1.0
471,4508,Kaduna,Terrace duplex,6.0,1.0,2.0,1950945.726,North West,14.483824800663717,1396.7625875573844,0.167
472,5590,Plateau,Bungalow,5.0,2.0,4.0,1675273.185,North Central,14.331486805465063,1294.3234468246335,0.4
474,8934,Jigawa,Mansion,5.0,2.0,6.0,3415464.856,North West,15.043824163538813,1848.097631620148,0.4
476,4158,Kogi,Bungalow,6.0,3.0,1.0,1836754.845,North Central,14.423510901290397,1355.2692887393266,0.5
477,7656,Benue,Flat,1.0,1.0,3.0,871816.0686,North Central,13.678333750137561,933.7109127561914,1.0
480,5128,Oyo,Townhouse,4.0,7.0,2.0,1840992.027,South West,14.425815129407358,1356.8316133551723,1.75
482,1754,Anambra,Cottage,2.0,1.0,2.0,1008065.394,South East,13.82354360050916,1004.0245983042447,0.5
483,11379,Cross River,Flat,4.0,7.0,3.0,2100982.871,South South,14.557915827009515,1449.4767576611912,1.75
485,5015,Katsina,Apartment,2.0,3.0,6.0,1062199.464,North West,13.875852282357242,1030.6306147209095,1.5
486,11352,Enugu,Penthouse,8.0,1.0,3.0,3701155.998,South East,15.124155760709664,1923.8388700720236,0.125
487,1389,Ebonyi,Cottage,5.0,1.0,3.0,1052253.226,South East,13.866444352439474,1025.7939490950412,0.2
489,2294,Anambra,Mansion,5.0,1.0,3.0,2391577.038,South East,14.687463554838931,1546.4724498030996,0.2
490,2470,Yobe,Bungalow,2.0,1.0,1.0,915602.6586,North East,13.727337770726058,956.8712863285218,0.5
492,562,Ogun,Mansion,4.0,2.0,4.0,5674084.542,South West,15.551419794134185,2382.033698754071,0.5
493,4392,Kogi,Townhouse,5.0,1.0,4.0,1944098.841,North Central,14.480309106845805,1394.3094495125536,0.2
494,969,Yobe,Cottage,3.0,2.0,1.0,753945.815,North East,13.53307578101257,868.3005326498424,0.667
495,853,Kogi,Cottage,4.0,2.0,2.0,954471.7071,North Central,13.768913280116163,976.9706787309433,0.5
497,11567,Adamawa,Apartment,3.0,4.0,2.0,1186606.853,North East,13.98660840811446,1089.3148548514337,1.333
499,1092,Kebbi,Detached duplex,4.0,1.0,1.0,719496.2411,North West,13.486306580973467,848.231242704488,0.25
500,7741,Sokoto,Bungalow,1.0,3.0,1.0,808145.8891,North West,13.602497877021824,898.9693482538768,3.0
502,6227,Plateau,Flat,4.0,1.0,4.0,1454405.03,North Central,14.190107460870218,1205.987159964815,0.25
504,1881,Delta,Flat,7.0,6.0,3.0,2925020.642,South South,14.88881209571721,1710.2691723819382,0.857
507,9,Kaduna,Townhouse,4.0,1.0,3.0,1566541.374,North West,14.26438080077153,1251.6155056565894,0.25
508,10387,Yobe,Detached duplex,9.0,5.0,2.0,2845973.878,North East,14.861415879093677,1687.0014457610878,0.556
509,11635,Delta,Semi-detached duplex,9.0,2.0,3.0,3517413.093,South South,15.07323636062921,1875.4767641855763,0.222
510,9498,Jigawa,Penthouse,4.0,5.0,2.0,2732532.271,North West,14.820739309027136,1653.0372866333053,1.25
511,442,Delta,Flat,1.0,1.0,4.0,1436562.752,South South,14.17776384040142,1198.5669576623577,1.0
512,9107,Edo,Bungalow,7.0,6.0,4.0,2572345.527,South South,14.760328697073989,1603.853337122818,0.857
514,2007,Kano,Bungalow,5.0,1.0,4.0,1648695.428,North West,14.315494883451471,1284.0153534907595,0.2
515,1735,Jigawa,Terrace duplex,7.0,2.0,3.0,2020608.451,North West,14.518909237388085,1421.4810765536065,0.286
516,9412,Bayelsa,Terrace duplex,4.0,7.0,3.0,2402434.754,South South,14.691993261913588,1549.978952760327,1.75
517,2044,Borno,Mansion,2.0,7.0,5.0,2527316.388,North East,14.742668581540608,1589.7535620340657,3.5
518,5562,Lagos,Semi-detached duplex,9.0,7.0,3.0,4994274.085,South West,15.423802631175278,2234.787257212641,0.778
520,8281,Kano,Penthouse,2.0,3.0,4.0,1974746.973,North West,14.49595083317323,1405.2569064053732,1.5
522,1982,Nasarawa,Apartment,4.0,2.0,2.0,1343387.74,North Central,14.110705145675297,1159.0460474027768,0.5
523,1717,Yobe,Semi-detached duplex,4.0,7.0,2.0,2548663.689,North East,14.751079736246396,1596.4534722314959,1.75
524,965,Bayelsa,Townhouse,1.0,2.0,2.0,1858817.59,South South,14.435451139242655,1363.3846082452303,2.0
526,2247,Lagos,Apartment,4.0,1.0,1.0,3759801.228,South West,15.139876649075063,1939.0206878731335,0.25
527,3468,Sokoto,Bungalow,9.0,4.0,2.0,2280093.143,North West,14.639726852289177,1509.9977294684916,0.444
528,848,Jigawa,Semi-detached duplex,3.0,1.0,4.0,1144650.498,North West,13.950609906453282,1069.8834039277365,0.333
529,3873,Akwa Ibom,Penthouse,4.0,2.0,3.0,3415616.65,South South,15.043868605696293,1848.1386987994165,0.5
531,12213,Kaduna,Bungalow,5.0,2.0,1.0,1612811.326,North West,14.293489379403972,1269.9650884965301,0.4
535,441,Kebbi,Flat,1.0,1.0,3.0,587975.7395,North West,13.284440966675833,766.7957612689314,1.0
537,1700,Yobe,Mansion,4.0,1.0,3.0,1728009.813,North East,14.362480907149457,1314.5378705081114,0.25
539,2134,Edo,Terrace duplex,4.0,2.0,3.0,1464594.673,South South,14.197089088431934,1210.204393067551,0.5
541,1773,Ebonyi,Semi-detached duplex,5.0,3.0,4.0,1686859.729,South East,14.338379209879045,1298.7916418733223,0.6
542,6512,Gombe,Detached duplex,2.0,1.0,4.0,1437447.494,North East,14.178379525073511,1198.9359841125797,0.5
543,1156,Imo,Cottage,3.0,1.0,2.0,1419129.209,South East,14.16555400837453,1191.272096961899,0.333
544,636,Lagos,Terrace duplex,2.0,1.0,1.0,3771720.039,South West,15.14304169914323,1942.0916659622428,0.5
545,366,Borno,Penthouse,4.0,1.0,4.0,1450502.019,North East,14.187420274476443,1204.3678918835392,0.25
546,2155,Edo,Detached duplex,4.0,2.0,2.0,1880351.378,South South,14.446969220533395,1371.2590484660439,0.5
547,8804,Sokoto,Apartment,6.0,5.0,3.0,1614261.469,North West,14.294388115310927,1270.5358983515578,0.833
550,10016,Borno,Townhouse,2.0,2.0,2.0,1163756.23,North East,13.967163460942544,1078.7753380570025,1.0
